WL_nm,Blue,Green,Red,NIR,Pan
433,0.0001,0.0000,-0.0000,0.0000,0.0004
434,0.0001,0.0000,-0.0000,0.0000,0.0003
435,0.0002,0.0000,-0.0000,0.0001,0.0003
436,0.0002,-0.0000,-0.0000,0.0000,0.0004
437,0.0004,-0.0000,-0.0000,0.0000,0.0007
438,0.0015,0.0000,-0.0000,0.0000,0.0014
439,0.0041,-0.0000,0.0000,0.0000,0.0037
440,0.0084,0.0000,0.0000,0.0000,0.0125
441,0.0203,0.0000,0.0000,0.0000,0.0388
442,0.0547,-0.0000,0.0000,0.0000,0.0852
443,0.1083,-0.0000,0.0000,-0.0000,0.1300
444,0.1536,-0.0000,-0.0000,-0.0000,0.1681
445,0.2019,0.0000,-0.0000,-0.0000,0.2320
446,0.2732,0.0000,-0.0000,-0.0000,0.3002
447,0.3198,-0.0000,-0.0000,-0.0000,0.3259
448,0.3348,0.0000,-0.0000,-0.0000,0.3405
449,0.3467,-0.0000,-0.0000,0.0000,0.3545
450,0.3576,-0.0000,-0.0000,-0.0000,0.3620
451,0.3637,-0.0000,-0.0000,0.0000,0.3650
452,0.3665,-0.0000,-0.0000,0.0000,0.3672
453,0.3686,-0.0000,-0.0000,0.0001,0.3691
454,0.3705,-0.0000,-0.0000,0.0000,0.3700
455,0.3717,0.0000,-0.0000,0.0001,0.3700
456,0.3725,0.0000,0.0000,0.0001,0.3705
457,0.3731,0.0000,0.0000,0.0000,0.3716
458,0.3731,0.0000,0.0000,-0.0000,0.3723
459,0.3731,0.0000,0.0000,-0.0000,0.3724
460,0.3726,0.0000,0.0000,-0.0000,0.3718
461,0.3715,0.0000,0.0000,-0.0000,0.3710
462,0.3701,-0.0000,0.0000,-0.0000,0.3702
463,0.3683,0.0000,0.0000,0.0000,0.3688
464,0.3665,0.0000,0.0000,0.0000,0.3670
465,0.3645,0.0000,0.0001,0.0000,0.3645
466,0.3619,0.0000,0.0001,0.0000,0.3615
467,0.3589,0.0000,0.0000,0.0000,0.3588
468,0.3567,0.0000,0.0000,0.0000,0.3567
469,0.3554,0.0000,0.0000,0.0000,0.3553
470,0.3551,0.0000,0.0000,0.0000,0.3546
471,0.3552,0.0001,0.0000,0.0000,0.3541
472,0.3555,0.0001,0.0000,0.0000,0.3539
473,0.3559,0.0001,0.0000,0.0000,0.3539
474,0.3569,0.0001,0.0000,0.0000,0.3548
475,0.3583,0.0001,0.0000,0.0000,0.3562
476,0.3602,0.0001,0.0000,0.0000,0.3588
477,0.3624,0.0000,0.0000,0.0000,0.3621
478,0.3647,0.0001,0.0001,0.0000,0.3655
479,0.3679,0.0000,0.0001,0.0000,0.3692
480,0.3712,0.0000,0.0000,0.0000,0.3730
481,0.3741,0.0000,0.0000,0.0000,0.3763
482,0.3771,0.0000,0.0000,0.0000,0.3789
483,0.3799,0.0000,0.0000,0.0000,0.3809
484,0.3823,0.0000,0.0000,0.0000,0.3826
485,0.3841,0.0000,0.0000,0.0000,0.3838
486,0.3859,0.0000,0.0000,0.0000,0.3851
487,0.3876,0.0000,0.0000,-0.0000,0.3866
488,0.3890,0.0000,0.0000,-0.0000,0.3879
489,0.3898,0.0000,0.0000,-0.0000,0.3891
490,0.3897,0.0000,0.0000,-0.0000,0.3898
491,0.3892,0.0000,0.0000,-0.0000,0.3902
492,0.3887,0.0001,0.0000,-0.0000,0.3903
493,0.3884,0.0001,0.0000,-0.0000,0.3903
494,0.3878,0.0001,0.0000,-0.0000,0.3902
495,0.3882,0.0001,0.0000,-0.0000,0.3904
496,0.3894,0.0002,0.0000,-0.0000,0.3904
497,0.3902,0.0003,0.0000,-0.0000,0.3901
498,0.3904,0.0005,0.0000,0.0000,0.3899
499,0.3900,0.0008,0.0001,0.0000,0.3896
500,0.3882,0.0012,0.0000,0.0000,0.3894
501,0.3838,0.0020,0.0001,0.0000,0.3893
502,0.3732,0.0032,0.0001,0.0000,0.3896
503,0.3453,0.0052,0.0001,0.0000,0.3901
504,0.2976,0.0087,0.0001,0.0000,0.3901
505,0.2514,0.0147,0.0002,0.0000,0.3897
506,0.2109,0.0255,0.0002,0.0000,0.3892
507,0.1532,0.0441,0.0003,0.0000,0.3881
508,0.0918,0.0749,0.0003,0.0000,0.3870
509,0.0541,0.1209,0.0003,0.0000,0.3861
510,0.0351,0.1745,0.0003,0.0000,0.3859
511,0.0235,0.2212,0.0003,0.0000,0.3862
512,0.0155,0.2665,0.0003,0.0000,0.3870
513,0.0100,0.3227,0.0003,0.0000,0.3883
514,0.0063,0.3652,0.0003,0.0000,0.3895
515,0.0040,0.3767,0.0003,0.0000,0.3907
516,0.0025,0.3797,0.0003,0.0000,0.3918
517,0.0016,0.3860,0.0003,0.0000,0.3927
518,0.0010,0.3897,0.0003,0.0000,0.3928
519,0.0007,0.3900,0.0002,0.0000,0.3928
520,0.0004,0.3905,0.0002,0.0000,0.3935
521,0.0003,0.3913,0.0002,0.0000,0.3935
522,0.0002,0.3931,0.0001,0.0000,0.3939
523,0.0002,0.3954,0.0001,0.0000,0.3944
524,0.0001,0.3962,0.0001,0.0000,0.3949
525,0.0001,0.3961,0.0001,0.0000,0.3957
526,0.0001,0.3960,0.0001,0.0000,0.3963
527,0.0001,0.3970,0.0001,0.0000,0.3967
528,0.0001,0.3979,0.0002,0.0000,0.3974
529,0.0001,0.3977,0.0002,0.0000,0.3981
530,0.0001,0.3972,0.0002,0.0000,0.3987
531,0.0001,0.3976,0.0002,0.0000,0.3995
532,0.0001,0.3985,0.0003,0.0000,0.4003
533,0.0001,0.3986,0.0004,0.0000,0.4010
534,0.0002,0.3981,0.0004,0.0000,0.4014
535,0.0002,0.3983,0.0004,0.0000,0.4014
536,0.0002,0.3987,0.0004,0.0000,0.4006
537,0.0002,0.3994,0.0005,0.0000,0.4001
538,0.0002,0.3993,0.0004,0.0000,0.3993
539,0.0002,0.3996,0.0004,0.0000,0.3990
540,0.0002,0.4000,0.0004,0.0000,0.3985
541,0.0001,0.4001,0.0003,0.0000,0.3982
542,0.0001,0.3996,0.0003,0.0000,0.3981
543,0.0001,0.3988,0.0003,0.0000,0.3984
544,0.0001,0.3984,0.0002,0.0000,0.3988
545,0.0001,0.3989,0.0002,0.0000,0.3996
546,0.0001,0.3997,0.0002,0.0000,0.4007
547,0.0001,0.4006,0.0002,0.0000,0.4019
548,0.0001,0.4013,0.0002,0.0000,0.4027
549,0.0001,0.4019,0.0002,0.0000,0.4032
550,0.0001,0.4023,0.0002,0.0000,0.4034
551,0.0001,0.4026,0.0002,0.0000,0.4035
552,0.0001,0.4024,0.0002,0.0001,0.4032
553,0.0001,0.4024,0.0002,0.0001,0.4031
554,0.0001,0.4027,0.0002,0.0001,0.4031
555,0.0001,0.4028,0.0003,0.0001,0.4030
556,0.0001,0.4032,0.0003,0.0001,0.4035
557,0.0001,0.4038,0.0003,0.0001,0.4039
558,0.0001,0.4055,0.0003,0.0001,0.4053
559,0.0001,0.4076,0.0003,0.0001,0.4072
560,0.0001,0.4089,0.0003,0.0001,0.4087
561,0.0001,0.4099,0.0003,0.0001,0.4101
562,0.0001,0.4111,0.0003,0.0001,0.4119
563,0.0001,0.4124,0.0003,0.0001,0.4134
564,0.0001,0.4133,0.0002,0.0001,0.4146
565,0.0001,0.4135,0.0002,0.0001,0.4154
566,0.0001,0.4132,0.0002,0.0001,0.4158
567,0.0001,0.4128,0.0002,0.0000,0.4159
568,0.0001,0.4123,0.0002,0.0000,0.4156
569,0.0001,0.4121,0.0002,0.0000,0.4153
570,0.0001,0.4117,0.0002,0.0000,0.4147
571,0.0001,0.4109,0.0002,0.0000,0.4140
572,0.0002,0.4101,0.0002,0.0000,0.4135
573,0.0002,0.4098,0.0002,0.0000,0.4133
574,0.0002,0.4097,0.0002,0.0000,0.4131
575,0.0003,0.4099,0.0002,0.0000,0.4130
576,0.0003,0.4100,0.0002,0.0000,0.4130
577,0.0003,0.4097,0.0002,0.0000,0.4129
578,0.0004,0.4092,0.0003,0.0001,0.4124
579,0.0003,0.4089,0.0003,0.0000,0.4122
580,0.0003,0.4085,0.0003,0.0000,0.4119
581,0.0003,0.4076,0.0004,0.0000,0.4114
582,0.0003,0.4062,0.0005,0.0000,0.4111
583,0.0003,0.4029,0.0006,0.0001,0.4108
584,0.0003,0.3951,0.0007,0.0001,0.4106
585,0.0002,0.3778,0.0010,0.0000,0.4105
586,0.0002,0.3466,0.0013,0.0000,0.4105
587,0.0002,0.3045,0.0018,0.0000,0.4103
588,0.0002,0.2619,0.0024,-0.0000,0.4097
589,0.0002,0.2229,0.0035,-0.0000,0.4095
590,0.0002,0.1778,0.0051,0.0000,0.4092
591,0.0002,0.1225,0.0078,0.0000,0.4092
592,0.0002,0.0727,0.0122,0.0000,0.4091
593,0.0002,0.0403,0.0196,0.0000,0.4094
594,0.0002,0.0225,0.0321,0.0000,0.4098
595,0.0001,0.0130,0.0521,0.0000,0.4103
596,0.0002,0.0079,0.0815,0.0000,0.4113
597,0.0002,0.0050,0.1192,0.0000,0.4121
598,0.0001,0.0032,0.1614,0.0000,0.4132
599,0.0001,0.0022,0.2038,0.0000,0.4142
600,0.0000,0.0015,0.2459,0.0000,0.4152
601,0.0000,0.0011,0.2901,0.0000,0.4160
602,0.0000,0.0008,0.3353,0.0000,0.4166
603,0.0000,0.0006,0.3739,0.0000,0.4171
604,0.0000,0.0005,0.3988,0.0000,0.4174
605,0.0000,0.0004,0.4111,0.0000,0.4176
606,0.0000,0.0003,0.4155,0.0000,0.4178
607,0.0000,0.0003,0.4164,0.0000,0.4182
608,0.0000,0.0003,0.4155,0.0000,0.4177
609,0.0000,0.0002,0.4149,0.0000,0.4172
610,0.0000,0.0002,0.4147,0.0000,0.4168
611,0.0000,0.0002,0.4147,0.0000,0.4164
612,0.0000,0.0002,0.4143,0.0000,0.4159
613,0.0000,0.0002,0.4131,0.0000,0.4152
614,0.0000,0.0002,0.4114,0.0000,0.4144
615,0.0000,0.0002,0.4102,0.0000,0.4136
616,0.0000,0.0002,0.4093,0.0000,0.4126
617,0.0000,0.0002,0.4087,0.0000,0.4117
618,0.0000,0.0002,0.4088,0.0000,0.4111
619,-0.0000,0.0002,0.4084,0.0000,0.4104
620,0.0000,0.0001,0.4084,0.0000,0.4102
621,0.0000,0.0001,0.4081,0.0000,0.4095
622,0.0000,0.0001,0.4083,0.0000,0.4093
623,0.0000,0.0001,0.4081,0.0000,0.4086
624,-0.0000,0.0001,0.4077,0.0000,0.4080
625,0.0000,0.0001,0.4067,0.0000,0.4071
626,-0.0000,0.0001,0.4056,0.0000,0.4062
627,0.0000,0.0000,0.4046,0.0000,0.4054
628,0.0000,0.0000,0.4027,0.0000,0.4034
629,-0.0000,0.0000,0.4013,0.0000,0.4015
630,-0.0000,0.0000,0.4000,0.0000,0.3997
631,0.0000,0.0000,0.3989,0.0000,0.3980
632,0.0000,0.0000,0.3974,0.0000,0.3964
633,0.0000,0.0000,0.3956,0.0000,0.3948
634,0.0000,0.0000,0.3939,0.0000,0.3935
635,0.0000,0.0000,0.3927,0.0000,0.3923
636,0.0000,0.0001,0.3917,0.0000,0.3913
637,0.0000,0.0001,0.3907,0.0000,0.3902
638,0.0000,0.0001,0.3904,0.0000,0.3900
639,0.0000,0.0001,0.3898,0.0000,0.3895
640,0.0000,0.0001,0.3891,0.0000,0.3891
641,0.0000,0.0001,0.3885,0.0000,0.3888
642,0.0000,0.0001,0.3883,0.0000,0.3886
643,0.0000,0.0002,0.3882,0.0000,0.3883
644,0.0000,0.0002,0.3881,0.0000,0.3880
645,0.0000,0.0002,0.3881,0.0000,0.3878
646,0.0000,0.0003,0.3879,0.0000,0.3878
647,0.0000,0.0003,0.3876,0.0000,0.3877
648,0.0000,0.0003,0.3866,0.0000,0.3870
649,0.0000,0.0004,0.3860,0.0000,0.3865
650,0.0000,0.0004,0.3854,0.0000,0.3859
651,0.0000,0.0004,0.3843,0.0000,0.3848
652,0.0000,0.0004,0.3833,0.0000,0.3839
653,0.0000,0.0003,0.3823,0.0000,0.3832
654,0.0000,0.0003,0.3810,0.0000,0.3821
655,0.0000,0.0003,0.3798,0.0000,0.3810
656,0.0000,0.0002,0.3789,0.0000,0.3799
657,-0.0000,0.0002,0.3782,0.0000,0.3788
658,0.0000,0.0002,0.3782,0.0000,0.3783
659,0.0000,0.0002,0.3781,0.0000,0.3779
660,0.0000,0.0001,0.3776,0.0000,0.3774
661,0.0000,0.0001,0.3768,0.0000,0.3770
662,0.0000,0.0001,0.3759,0.0000,0.3764
663,0.0000,0.0001,0.3753,0.0000,0.3761
664,0.0000,0.0001,0.3748,0.0000,0.3757
665,0.0000,0.0001,0.3743,0.0000,0.3752
666,0.0000,0.0001,0.3736,0.0000,0.3745
667,0.0000,0.0001,0.3728,0.0000,0.3738
668,0.0001,0.0001,0.3716,0.0000,0.3727
669,0.0001,0.0001,0.3702,0.0000,0.3714
670,0.0001,0.0000,0.3692,0.0000,0.3701
671,0.0002,0.0000,0.3684,0.0000,0.3690
672,0.0002,0.0000,0.3676,0.0000,0.3678
673,0.0002,0.0000,0.3665,0.0000,0.3665
674,0.0003,0.0000,0.3654,0.0000,0.3655
675,0.0003,0.0000,0.3638,0.0000,0.3644
676,0.0003,0.0000,0.3622,-0.0000,0.3636
677,0.0003,0.0000,0.3607,0.0000,0.3627
678,0.0002,0.0000,0.3587,0.0000,0.3613
679,0.0003,0.0001,0.3560,0.0000,0.3598
680,0.0003,0.0001,0.3515,0.0000,0.3584
681,0.0003,0.0001,0.3436,0.0000,0.3572
682,0.0002,0.0001,0.3305,0.0000,0.3559
683,0.0002,0.0001,0.3120,0.0000,0.3548
684,0.0002,0.0001,0.2888,0.0000,0.3535
685,0.0002,0.0001,0.2627,0.0000,0.3519
686,0.0002,0.0000,0.2355,0.0000,0.3506
687,0.0002,0.0001,0.2071,0.0000,0.3496
688,0.0001,0.0001,0.1767,0.0000,0.3488
689,0.0001,0.0001,0.1441,0.0000,0.3479
690,0.0001,0.0001,0.1112,0.0000,0.3471
691,0.0001,0.0001,0.0810,0.0000,0.3462
692,0.0001,0.0001,0.0564,0.0000,0.3456
693,0.0001,0.0001,0.0381,0.0000,0.3451
694,0.0000,0.0001,0.0255,0.0000,0.3446
695,0.0000,0.0001,0.0172,0.0000,0.3440
696,0.0000,0.0001,0.0119,0.0000,0.3433
697,0.0000,0.0001,0.0084,0.0000,0.3428
698,0.0000,0.0002,0.0060,0.0000,0.3417
699,0.0000,0.0002,0.0044,0.0000,0.3407
700,0.0000,0.0002,0.0033,0.0000,0.3399
701,0.0000,0.0002,0.0025,0.0000,0.3391
702,0.0000,0.0002,0.0020,0.0000,0.3381
703,0.0000,0.0002,0.0015,0.0000,0.3372
704,0.0000,0.0002,0.0012,0.0000,0.3363
705,0.0000,0.0002,0.0010,0.0000,0.3358
706,0.0000,0.0002,0.0008,0.0000,0.3355
707,0.0000,0.0002,0.0006,0.0000,0.3351
708,0.0000,0.0002,0.0005,0.0000,0.3350
709,0.0000,0.0002,0.0004,0.0000,0.3348
710,0.0000,0.0002,0.0004,0.0000,0.3347
711,0.0000,0.0002,0.0003,0.0000,0.3345
712,0.0000,0.0002,0.0003,0.0000,0.3342
713,0.0001,0.0002,0.0002,0.0000,0.3337
714,0.0001,0.0002,0.0002,0.0001,0.3333
715,0.0001,0.0003,0.0002,0.0001,0.3328
716,0.0001,0.0003,0.0002,0.0001,0.3325
717,0.0001,0.0003,0.0001,0.0001,0.3321
718,0.0001,0.0003,0.0001,0.0001,0.3312
719,0.0001,0.0003,0.0001,0.0001,0.3301
720,0.0001,0.0003,0.0001,0.0002,0.3290
721,0.0001,0.0003,0.0001,0.0002,0.3280
722,0.0001,0.0003,0.0001,0.0003,0.3272
723,0.0001,0.0003,0.0001,0.0004,0.3262
724,0.0001,0.0003,0.0001,0.0005,0.3251
725,0.0002,0.0003,0.0001,0.0006,0.3240
726,0.0002,0.0003,0.0001,0.0008,0.3231
727,0.0002,0.0003,0.0001,0.0011,0.3221
728,0.0002,0.0002,0.0001,0.0015,0.3212
729,0.0002,0.0002,0.0001,0.0021,0.3199
730,0.0002,0.0002,0.0001,0.0030,0.3187
731,0.0002,0.0002,0.0001,0.0045,0.3175
732,0.0002,0.0002,0.0001,0.0067,0.3160
733,0.0002,0.0002,0.0001,0.0102,0.3146
734,0.0001,0.0002,0.0000,0.0156,0.3131
735,0.0001,0.0002,0.0001,0.0236,0.3118
736,0.0001,0.0002,0.0001,0.0348,0.3103
737,0.0001,0.0002,0.0001,0.0494,0.3089
738,0.0001,0.0002,0.0001,0.0673,0.3079
739,0.0002,0.0002,0.0000,0.0876,0.3069
740,0.0002,0.0002,0.0000,0.1096,0.3060
741,0.0002,0.0002,0.0001,0.1326,0.3050
742,0.0002,0.0002,0.0001,0.1567,0.3039
743,0.0002,0.0003,0.0001,0.1821,0.3029
744,0.0002,0.0003,0.0001,0.2083,0.3020
745,0.0002,0.0004,0.0001,0.2335,0.3010
746,0.0002,0.0004,0.0001,0.2555,0.2999
747,0.0002,0.0005,0.0000,0.2727,0.2989
748,0.0001,0.0005,0.0000,0.2838,0.2974
749,0.0001,0.0005,0.0000,0.2900,0.2961
750,0.0001,0.0005,0.0000,0.2923,0.2947
751,0.0001,0.0005,0.0000,0.2922,0.2933
752,0.0001,0.0005,0.0000,0.2908,0.2917
753,0.0001,0.0005,0.0000,0.2892,0.2902
754,0.0001,0.0004,0.0000,0.2876,0.2886
755,0.0000,0.0003,0.0000,0.2865,0.2873
756,0.0000,0.0002,0.0000,0.2856,0.2862
757,0.0000,0.0002,0.0000,0.2845,0.2848
758,0.0000,0.0002,0.0000,0.2840,0.2842
759,0.0000,0.0001,0.0000,0.2833,0.2835
760,0.0000,0.0001,0.0000,0.2825,0.2830
761,0.0000,0.0001,0.0000,0.2818,0.2825
762,0.0000,0.0001,0.0000,0.2811,0.2821
763,0.0001,0.0001,0.0000,0.2805,0.2816
764,0.0001,0.0001,0.0000,0.2798,0.2809
765,0.0001,0.0001,0.0000,0.2793,0.2802
766,0.0001,0.0001,0.0000,0.2789,0.2796
767,0.0001,0.0001,0.0000,0.2785,0.2791
768,0.0001,0.0001,0.0000,0.2777,0.2781
769,0.0001,0.0001,0.0001,0.2768,0.2770
770,0.0001,0.0001,0.0000,0.2758,0.2759
771,0.0001,0.0001,0.0001,0.2747,0.2746
772,0.0001,0.0001,0.0000,0.2738,0.2736
773,0.0001,0.0001,0.0000,0.2728,0.2724
774,0.0001,0.0001,0.0000,0.2718,0.2714
775,0.0001,0.0002,0.0000,0.2707,0.2702
776,0.0001,0.0002,0.0000,0.2697,0.2691
777,0.0001,0.0002,0.0000,0.2685,0.2679
778,0.0001,0.0002,0.0000,0.2679,0.2674
779,0.0001,0.0002,0.0000,0.2675,0.2670
780,0.0001,0.0002,0.0000,0.2669,0.2664
781,0.0001,0.0002,0.0000,0.2662,0.2658
782,0.0001,0.0002,0.0000,0.2657,0.2654
783,0.0001,0.0002,0.0000,0.2651,0.2648
784,0.0001,0.0002,0.0000,0.2646,0.2642
785,0.0001,0.0002,0.0000,0.2640,0.2634
786,0.0001,0.0002,0.0000,0.2634,0.2627
787,0.0001,0.0002,0.0000,0.2626,0.2618
788,0.0001,0.0001,0.0000,0.2616,0.2607
789,0.0001,0.0001,0.0000,0.2603,0.2594
790,0.0001,0.0002,0.0000,0.2595,0.2585
791,0.0001,0.0001,0.0000,0.2586,0.2576
792,0.0001,0.0002,0.0000,0.2576,0.2565
793,0.0001,0.0002,0.0000,0.2564,0.2554
794,0.0001,0.0002,0.0000,0.2554,0.2544
795,0.0001,0.0002,0.0000,0.2543,0.2533
796,0.0001,0.0001,0.0000,0.2534,0.2524
797,0.0001,0.0001,0.0000,0.2524,0.2514
798,0.0001,0.0001,0.0000,0.2512,0.2503
799,0.0001,0.0001,0.0000,0.2503,0.2495
800,0.0001,0.0001,0.0000,0.2496,0.2487
801,0.0001,0.0001,0.0000,0.2486,0.2477
802,0.0001,0.0001,0.0000,0.2473,0.2466
803,0.0001,0.0001,0.0000,0.2466,0.2458
804,0.0001,0.0001,0.0000,0.2453,0.2444
805,0.0001,0.0001,0.0000,0.2441,0.2431
806,0.0000,0.0001,0.0000,0.2428,0.2418
807,0.0001,0.0001,0.0000,0.2416,0.2404
808,0.0000,0.0001,0.0000,0.2393,0.2381
809,0.0000,0.0000,0.0000,0.2373,0.2359
810,0.0001,0.0001,0.0000,0.2351,0.2337
811,0.0001,0.0000,0.0000,0.2328,0.2315
812,0.0001,0.0000,0.0000,0.2305,0.2291
813,0.0001,0.0000,0.0000,0.2282,0.2269
814,0.0001,0.0000,0.0000,0.2263,0.2251
815,0.0001,0.0000,0.0000,0.2240,0.2229
816,0.0001,0.0000,0.0000,0.2220,0.2209
817,0.0001,0.0000,0.0000,0.2197,0.2187
818,0.0002,0.0000,0.0000,0.2196,0.2188
819,0.0001,0.0000,0.0000,0.2197,0.2189
820,0.0001,0.0000,0.0000,0.2194,0.2186
821,0.0002,0.0000,0.0000,0.2192,0.2185
822,0.0002,0.0000,0.0000,0.2186,0.2179
823,0.0002,0.0000,0.0001,0.2188,0.2180
824,0.0002,0.0000,0.0000,0.2185,0.2177
825,0.0001,0.0000,0.0000,0.2183,0.2174
826,0.0001,0.0000,0.0000,0.2184,0.2175
827,0.0001,0.0000,0.0000,0.2182,0.2172
828,0.0001,0.0000,0.0000,0.2163,0.2152
829,0.0001,0.0000,0.0000,0.2143,0.2133
830,0.0001,0.0000,0.0001,0.2125,0.2114
831,0.0001,0.0000,0.0001,0.2106,0.2095
832,0.0001,0.0000,0.0001,0.2089,0.2078
833,0.0001,0.0000,0.0001,0.2075,0.2065
834,0.0001,0.0000,0.0001,0.2056,0.2047
835,0.0001,0.0000,0.0001,0.2031,0.2023
836,0.0001,0.0000,0.0001,0.2010,0.2002
837,0.0001,0.0000,0.0001,0.1988,0.1981
838,0.0001,0.0000,0.0001,0.1975,0.1967
839,0.0001,0.0000,0.0001,0.1958,0.1951
840,0.0001,0.0000,0.0001,0.1941,0.1933
841,0.0001,0.0001,0.0001,0.1920,0.1912
842,0.0001,0.0001,0.0001,0.1905,0.1896
843,0.0001,0.0001,0.0001,0.1891,0.1881
844,0.0001,0.0001,0.0001,0.1872,0.1860
845,0.0001,0.0001,0.0001,0.1853,0.1841
846,0.0001,0.0001,0.0001,0.1832,0.1819
847,0.0001,0.0001,0.0001,0.1815,0.1801
848,0.0001,0.0001,0.0001,0.1791,0.1775
849,0.0001,0.0001,0.0001,0.1762,0.1747
850,0.0001,0.0001,0.0001,0.1737,0.1723
851,0.0001,0.0001,0.0002,0.1718,0.1702
852,0.0001,0.0001,0.0002,0.1696,0.1683
853,0.0001,0.0001,0.0002,0.1674,0.1660
854,0.0001,0.0001,0.0002,0.1653,0.1640
855,0.0001,0.0001,0.0002,0.1629,0.1616
856,0.0000,0.0000,0.0002,0.1574,0.1561
857,0.0001,0.0001,0.0002,0.1591,0.1580
858,-0.0002,-0.0002,-0.0000,0.1565,0.1553
