WL_nm,Blue,Green,Red,NIR,Pan
438,0.0001,0.0010,0.0000,0.0029,0.0020
439,0.0001,0.0007,0.0000,0.0003,0.0022
440,0.0001,0.0001,0.0000,0.0000,0.0028
441,0.0002,0.0001,0.0005,0.0000,0.0044
442,0.0005,0.0000,0.0023,0.0000,0.0080
443,0.0025,0.0000,0.0003,0.0000,0.0170
444,0.0226,0.0001,0.0001,0.0000,0.0413
445,0.1598,0.0006,0.0001,0.0000,0.1006
446,0.3157,0.0004,0.0004,0.0000,0.2007
447,0.3336,0.0002,0.0008,0.0000,0.2932
448,0.3561,0.0002,0.0006,0.0001,0.3446
449,0.3570,0.0003,0.0004,0.0001,0.3655
450,0.3453,0.0003,0.0003,0.0001,0.3664
451,0.3482,0.0003,0.0002,0.0001,0.3584
452,0.3582,0.0003,0.0001,0.0001,0.3539
453,0.3660,0.0003,0.0001,0.0001,0.3575
454,0.3726,0.0001,0.0001,0.0002,0.3658
455,0.3756,0.0001,0.0001,0.0004,0.3730
456,0.3771,0.0001,0.0001,0.0005,0.3750
457,0.3767,0.0001,0.0001,0.0005,0.3747
458,0.3755,0.0000,0.0001,0.0004,0.3745
459,0.3754,0.0001,0.0002,0.0003,0.3748
460,0.3765,0.0001,0.0002,0.0002,0.3769
461,0.3757,0.0002,0.0002,0.0002,0.3772
462,0.3731,0.0002,0.0001,0.0002,0.3746
463,0.3704,0.0003,0.0001,0.0002,0.3707
464,0.3702,0.0002,0.0001,0.0002,0.3669
465,0.3693,0.0002,0.0000,0.0002,0.3642
466,0.3702,0.0002,0.0000,0.0003,0.3644
467,0.3714,0.0001,0.0001,0.0003,0.3662
468,0.3730,0.0002,0.0001,0.0002,0.3701
469,0.3741,0.0002,0.0001,0.0001,0.3730
470,0.3758,0.0002,0.0003,0.0001,0.3757
471,0.3777,0.0003,0.0004,0.0000,0.3779
472,0.3795,0.0004,0.0004,0.0000,0.3797
473,0.3809,0.0003,0.0003,0.0000,0.3816
474,0.3825,0.0002,0.0003,0.0000,0.3835
475,0.3847,0.0002,0.0003,0.0000,0.3852
476,0.3868,0.0002,0.0005,0.0000,0.3869
477,0.3891,0.0002,0.0004,0.0000,0.3885
478,0.3904,0.0002,0.0002,0.0000,0.3889
479,0.3913,0.0003,0.0001,0.0000,0.3893
480,0.3926,0.0004,0.0000,0.0000,0.3902
481,0.3931,0.0005,0.0000,0.0000,0.3899
482,0.3940,0.0009,0.0000,0.0000,0.3910
483,0.3946,0.0010,0.0000,0.0001,0.3921
484,0.3955,0.0007,0.0000,0.0003,0.3931
485,0.3963,0.0004,0.0000,0.0008,0.3945
486,0.3985,0.0003,0.0000,0.0004,0.3967
487,0.3989,0.0003,0.0000,0.0001,0.3986
488,0.3995,0.0003,0.0000,0.0000,0.3991
489,0.3994,0.0004,0.0001,0.0000,0.4003
490,0.3988,0.0006,0.0002,0.0000,0.4008
491,0.3992,0.0009,0.0001,0.0000,0.4011
492,0.3993,0.0009,0.0000,0.0000,0.4023
493,0.4009,0.0005,0.0000,0.0000,0.4038
494,0.4018,0.0003,0.0000,0.0000,0.4052
495,0.4034,0.0002,0.0000,0.0000,0.4065
496,0.4047,0.0002,0.0000,0.0000,0.4072
497,0.4048,0.0002,0.0000,0.0000,0.4070
498,0.4050,0.0001,0.0000,0.0000,0.4056
499,0.4064,0.0002,0.0000,0.0000,0.4047
500,0.4080,0.0002,0.0000,0.0000,0.4042
501,0.4090,0.0002,0.0000,0.0000,0.4050
502,0.4090,0.0002,0.0000,0.0000,0.4060
503,0.4096,0.0003,0.0000,0.0000,0.4079
504,0.4111,0.0004,0.0000,0.0000,0.4102
505,0.4116,0.0006,0.0000,0.0000,0.4122
506,0.4114,0.0010,0.0000,0.0001,0.4137
507,0.4116,0.0017,0.0000,0.0001,0.4131
508,0.4124,0.0032,0.0000,0.0002,0.4118
509,0.4129,0.0066,0.0000,0.0002,0.4113
510,0.4116,0.0164,0.0000,0.0001,0.4096
511,0.4105,0.0497,0.0000,0.0001,0.4093
512,0.4097,0.1423,0.0000,0.0001,0.4101
513,0.4088,0.2799,0.0000,0.0001,0.4109
514,0.3953,0.3589,0.0000,0.0001,0.4115
515,0.3164,0.3783,0.0000,0.0001,0.4118
516,0.1768,0.3818,0.0000,0.0001,0.4115
517,0.0766,0.3888,0.0000,0.0000,0.4096
518,0.0329,0.3985,0.0000,0.0000,0.4067
519,0.0155,0.3996,0.0000,0.0001,0.4042
520,0.0077,0.3922,0.0000,0.0001,0.4006
521,0.0039,0.3862,0.0000,0.0001,0.3972
522,0.0022,0.3865,0.0000,0.0001,0.3942
523,0.0013,0.3874,0.0001,0.0001,0.3911
524,0.0009,0.3841,0.0001,0.0001,0.3877
525,0.0007,0.3803,0.0001,0.0001,0.3850
526,0.0006,0.3785,0.0001,0.0002,0.3819
527,0.0006,0.3766,0.0001,0.0002,0.3790
528,0.0005,0.3717,0.0001,0.0003,0.3758
529,0.0004,0.3668,0.0001,0.0003,0.3733
530,0.0004,0.3652,0.0001,0.0003,0.3714
531,0.0004,0.3674,0.0001,0.0003,0.3704
532,0.0004,0.3706,0.0001,0.0003,0.3708
533,0.0005,0.3721,0.0002,0.0003,0.3730
534,0.0006,0.3730,0.0003,0.0003,0.3753
535,0.0008,0.3744,0.0007,0.0003,0.3784
536,0.0008,0.3769,0.0012,0.0003,0.3810
537,0.0007,0.3803,0.0010,0.0003,0.3842
538,0.0005,0.3841,0.0006,0.0003,0.3870
539,0.0004,0.3884,0.0004,0.0004,0.3899
540,0.0003,0.3918,0.0003,0.0003,0.3928
541,0.0002,0.3936,0.0003,0.0003,0.3956
542,0.0002,0.3939,0.0003,0.0003,0.3979
543,0.0001,0.3944,0.0004,0.0002,0.4010
544,0.0001,0.3967,0.0005,0.0002,0.4048
545,0.0001,0.4008,0.0006,0.0002,0.4074
546,0.0001,0.4050,0.0004,0.0002,0.4098
547,0.0001,0.4077,0.0002,0.0002,0.4115
548,0.0001,0.4075,0.0001,0.0002,0.4122
549,0.0001,0.4066,0.0001,0.0002,0.4113
550,0.0001,0.4060,0.0001,0.0003,0.4102
551,0.0001,0.4065,0.0001,0.0003,0.4083
552,0.0001,0.4067,0.0001,0.0003,0.4073
553,0.0001,0.4055,0.0000,0.0003,0.4062
554,0.0001,0.4042,0.0000,0.0003,0.4050
555,0.0001,0.4028,0.0000,0.0003,0.4043
556,0.0001,0.4019,0.0000,0.0003,0.4042
557,0.0001,0.4009,0.0000,0.0003,0.4033
558,0.0001,0.3988,0.0000,0.0002,0.4030
559,0.0001,0.3977,0.0001,0.0002,0.4029
560,0.0002,0.3956,0.0001,0.0001,0.3993
561,0.0002,0.3947,0.0001,0.0001,0.3975
562,0.0002,0.3944,0.0001,0.0001,0.3955
563,0.0002,0.3923,0.0002,0.0001,0.3932
564,0.0002,0.3892,0.0003,0.0001,0.3908
565,0.0002,0.3865,0.0003,0.0001,0.3887
566,0.0002,0.3859,0.0002,0.0001,0.3876
567,0.0002,0.3870,0.0001,0.0001,0.3874
568,0.0002,0.3885,0.0001,0.0001,0.3873
569,0.0001,0.3892,0.0001,0.0001,0.3886
570,0.0002,0.3885,0.0000,0.0001,0.3899
571,0.0002,0.3871,0.0000,0.0001,0.3912
572,0.0002,0.3878,0.0000,0.0002,0.3926
573,0.0002,0.3899,0.0000,0.0003,0.3947
574,0.0002,0.3924,0.0000,0.0004,0.3969
575,0.0001,0.3941,0.0000,0.0003,0.3987
576,0.0001,0.3955,0.0000,0.0002,0.3998
577,0.0001,0.3965,0.0000,0.0001,0.4006
578,0.0001,0.3975,0.0000,0.0000,0.4018
579,0.0000,0.3981,0.0000,0.0000,0.4031
580,0.0000,0.3979,0.0000,0.0000,0.4052
581,0.0000,0.3976,0.0000,0.0000,0.4064
582,0.0000,0.3986,0.0000,0.0000,0.4081
583,0.0000,0.4018,0.0000,0.0000,0.4097
584,0.0000,0.4062,0.0001,0.0000,0.4117
585,0.0001,0.4085,0.0001,0.0000,0.4123
586,0.0001,0.4086,0.0001,0.0000,0.4137
587,0.0001,0.4069,0.0001,0.0000,0.4143
588,0.0001,0.4070,0.0002,0.0000,0.4138
589,0.0002,0.4097,0.0002,0.0000,0.4140
590,0.0003,0.4122,0.0003,0.0000,0.4140
591,0.0004,0.4117,0.0003,0.0000,0.4142
592,0.0004,0.4086,0.0004,0.0000,0.4143
593,0.0005,0.4077,0.0006,0.0000,0.4146
594,0.0004,0.4062,0.0010,0.0000,0.4152
595,0.0003,0.3872,0.0015,0.0000,0.4159
596,0.0002,0.3241,0.0024,0.0000,0.4166
597,0.0002,0.2204,0.0041,0.0000,0.4168
598,0.0002,0.1231,0.0071,0.0000,0.4175
599,0.0002,0.0619,0.0127,0.0000,0.4173
600,0.0003,0.0305,0.0238,0.0000,0.4176
601,0.0004,0.0159,0.0465,0.0000,0.4167
602,0.0006,0.0088,0.0937,0.0000,0.4162
603,0.0011,0.0053,0.1800,0.0000,0.4153
604,0.0015,0.0035,0.2836,0.0000,0.4144
605,0.0013,0.0024,0.3494,0.0000,0.4133
606,0.0008,0.0017,0.3680,0.0000,0.4123
607,0.0004,0.0013,0.3750,0.0000,0.4116
608,0.0003,0.0009,0.3853,0.0000,0.4105
609,0.0002,0.0007,0.3987,0.0000,0.4097
610,0.0002,0.0005,0.4071,0.0000,0.4091
611,0.0002,0.0004,0.4090,0.0000,0.4083
612,0.0002,0.0003,0.4077,0.0000,0.4082
613,0.0002,0.0003,0.4067,0.0000,0.4081
614,0.0001,0.0002,0.4067,0.0000,0.4078
615,0.0001,0.0002,0.4080,0.0000,0.4078
616,0.0001,0.0002,0.4081,0.0000,0.4077
617,0.0001,0.0001,0.4062,0.0000,0.4073
618,0.0001,0.0001,0.4036,0.0000,0.4078
619,0.0000,0.0001,0.4003,0.0000,0.4079
620,0.0000,0.0001,0.3978,0.0000,0.4088
621,0.0000,0.0001,0.3961,0.0000,0.4087
622,0.0000,0.0001,0.3958,0.0000,0.4086
623,0.0000,0.0001,0.3979,0.0000,0.4087
624,0.0000,0.0001,0.4012,0.0000,0.4090
625,0.0000,0.0001,0.4046,0.0000,0.4086
626,0.0000,0.0001,0.4068,0.0000,0.4079
627,0.0000,0.0001,0.4085,0.0000,0.4082
628,0.0000,0.0001,0.4067,0.0000,0.4067
629,0.0000,0.0001,0.4041,0.0000,0.4055
630,0.0000,0.0001,0.4017,0.0000,0.4042
631,0.0000,0.0001,0.4006,0.0000,0.4034
632,0.0000,0.0001,0.4000,0.0000,0.4023
633,0.0000,0.0001,0.4001,0.0000,0.4011
634,0.0001,0.0001,0.3999,0.0000,0.4000
635,0.0001,0.0001,0.3988,0.0000,0.3984
636,0.0001,0.0001,0.3978,0.0000,0.3977
637,0.0001,0.0001,0.3967,0.0000,0.3970
638,0.0000,0.0001,0.3966,0.0000,0.3969
639,0.0000,0.0001,0.3968,0.0000,0.3968
640,0.0000,0.0001,0.3976,0.0000,0.3966
641,0.0000,0.0001,0.3978,0.0000,0.3967
642,0.0000,0.0001,0.3971,0.0000,0.3961
643,0.0000,0.0001,0.3948,0.0000,0.3954
644,0.0000,0.0001,0.3923,0.0000,0.3950
645,0.0000,0.0000,0.3898,0.0000,0.3939
646,0.0000,0.0000,0.3883,0.0000,0.3930
647,0.0000,0.0000,0.3884,0.0000,0.3925
648,0.0000,0.0000,0.3885,0.0000,0.3909
649,0.0000,0.0001,0.3890,0.0000,0.3896
650,0.0000,0.0001,0.3883,0.0000,0.3881
651,0.0000,0.0001,0.3861,0.0000,0.3869
652,0.0000,0.0001,0.3827,0.0000,0.3857
653,0.0000,0.0001,0.3795,0.0000,0.3850
654,0.0002,0.0000,0.3775,0.0000,0.3848
655,0.0042,0.0000,0.3763,0.0000,0.3838
656,0.0049,0.0000,0.3769,0.0000,0.3832
657,0.0002,0.0000,0.3782,0.0000,0.3829
658,0.0000,0.0000,0.3818,0.0000,0.3837
659,0.0000,0.0001,0.3833,0.0000,0.3839
660,0.0000,0.0001,0.3843,0.0000,0.3840
661,0.0000,0.0001,0.3847,0.0000,0.3848
662,0.0000,0.0001,0.3837,0.0000,0.3851
663,0.0000,0.0001,0.3838,0.0000,0.3850
664,0.0000,0.0000,0.3834,0.0000,0.3855
665,0.0000,0.0000,0.3826,0.0000,0.3853
666,0.0000,0.0000,0.3816,0.0000,0.3848
667,0.0000,0.0001,0.3802,0.0000,0.3843
668,0.0000,0.0001,0.3778,0.0000,0.3829
669,0.0000,0.0001,0.3761,0.0000,0.3819
670,0.0000,0.0001,0.3750,0.0000,0.3808
671,0.0000,0.0001,0.3750,0.0000,0.3801
672,0.0000,0.0001,0.3759,0.0000,0.3791
673,0.0000,0.0000,0.3763,0.0000,0.3777
674,0.0002,0.0000,0.3757,0.0000,0.3766
675,0.0022,0.0000,0.3735,0.0000,0.3759
676,0.0015,0.0001,0.3697,0.0000,0.3756
677,0.0001,0.0001,0.3657,0.0000,0.3752
678,0.0000,0.0001,0.3608,0.0000,0.3738
679,0.0000,0.0001,0.3588,0.0000,0.3724
680,0.0000,0.0001,0.3605,0.0000,0.3721
681,0.0000,0.0001,0.3644,0.0000,0.3718
682,0.0000,0.0001,0.3692,0.0000,0.3717
683,0.0000,0.0001,0.3714,0.0000,0.3709
684,0.0000,0.0001,0.3709,0.0000,0.3704
685,0.0000,0.0001,0.3670,0.0000,0.3702
686,0.0000,0.0001,0.3617,0.0000,0.3700
687,0.0000,0.0000,0.3577,0.0000,0.3698
688,0.0000,0.0001,0.3560,0.0000,0.3698
689,0.0000,0.0001,0.3571,0.0001,0.3689
690,0.0000,0.0000,0.3583,0.0001,0.3681
691,0.0001,0.0000,0.3590,0.0001,0.3678
692,0.0028,0.0000,0.3530,0.0001,0.3666
693,0.0014,0.0000,0.3304,0.0001,0.3666
694,0.0000,0.0001,0.2777,0.0001,0.3661
695,0.0000,0.0001,0.1960,0.0001,0.3657
696,0.0000,0.0001,0.1153,0.0002,0.3651
697,0.0000,0.0001,0.0611,0.0002,0.3654
698,0.0000,0.0001,0.0315,0.0003,0.3646
699,0.0000,0.0001,0.0168,0.0003,0.3640
700,0.0000,0.0000,0.0094,0.0005,0.3637
701,0.0000,0.0000,0.0056,0.0006,0.3627
702,0.0000,0.0000,0.0035,0.0008,0.3617
703,0.0000,0.0001,0.0023,0.0011,0.3609
704,0.0000,0.0001,0.0016,0.0015,0.3603
705,0.0000,0.0001,0.0011,0.0019,0.3595
706,0.0000,0.0001,0.0008,0.0026,0.3592
707,0.0000,0.0001,0.0005,0.0034,0.3573
708,0.0000,0.0001,0.0004,0.0046,0.3570
709,0.0000,0.0001,0.0003,0.0062,0.3565
710,0.0000,0.0001,0.0002,0.0083,0.3549
711,0.0000,0.0000,0.0001,0.0110,0.3531
712,0.0000,0.0000,0.0001,0.0142,0.3517
713,0.0000,0.0000,0.0001,0.0178,0.3499
714,0.0000,0.0001,0.0001,0.0216,0.3485
715,0.0000,0.0001,0.0000,0.0253,0.3470
716,0.0000,0.0001,0.0000,0.0291,0.3450
717,0.0000,0.0001,0.0000,0.0329,0.3441
718,0.0000,0.0001,0.0000,0.0369,0.3431
719,0.0000,0.0000,0.0000,0.0415,0.3415
720,0.0000,0.0000,0.0000,0.0462,0.3395
721,0.0000,0.0000,0.0000,0.0512,0.3386
722,0.0000,0.0000,0.0000,0.0565,0.3376
723,0.0000,0.0001,0.0000,0.0618,0.3365
724,0.0000,0.0001,0.0000,0.0670,0.3346
725,0.0000,0.0001,0.0000,0.0721,0.3329
726,0.0000,0.0001,0.0000,0.0775,0.3312
727,0.0000,0.0001,0.0000,0.0836,0.3297
728,0.0000,0.0001,0.0000,0.0904,0.3288
729,0.0000,0.0000,0.0000,0.0973,0.3269
730,0.0000,0.0000,0.0000,0.1046,0.3249
731,0.0000,0.0000,0.0000,0.1116,0.3228
732,0.0000,0.0000,0.0000,0.1188,0.3215
733,0.0002,0.0001,0.0000,0.1249,0.3187
734,0.0002,0.0001,0.0000,0.1311,0.3173
735,0.0000,0.0001,0.0000,0.1366,0.3152
736,0.0000,0.0001,0.0000,0.1425,0.3138
737,0.0000,0.0001,0.0000,0.1484,0.3111
738,0.0000,0.0001,0.0000,0.1550,0.3099
739,0.0000,0.0000,0.0000,0.1613,0.3090
740,0.0000,0.0000,0.0000,0.1680,0.3081
741,0.0000,0.0000,0.0000,0.1733,0.3070
742,0.0000,0.0000,0.0000,0.1774,0.3056
743,0.0000,0.0001,0.0000,0.1810,0.3051
744,0.0000,0.0001,0.0000,0.1829,0.3042
745,0.0000,0.0001,0.0000,0.1849,0.3037
746,0.0000,0.0001,0.0000,0.1860,0.3023
747,0.0000,0.0001,0.0000,0.1885,0.3015
748,0.0000,0.0000,0.0000,0.1909,0.2998
749,0.0000,0.0000,0.0000,0.1956,0.2988
750,0.0019,0.0000,0.0000,0.2015,0.2976
751,0.0113,0.0000,0.0000,0.2084,0.2963
752,0.0009,0.0000,0.0000,0.2161,0.2939
753,0.0000,0.0001,0.0000,0.2240,0.2927
754,0.0000,0.0001,0.0000,0.2325,0.2909
755,0.0000,0.0001,0.0000,0.2408,0.2897
756,0.0000,0.0001,0.0000,0.2479,0.2875
757,0.0000,0.0001,0.0000,0.2544,0.2855
758,0.0000,0.0000,0.0000,0.2602,0.2845
759,0.0000,0.0000,0.0000,0.2644,0.2832
760,0.0000,0.0000,0.0000,0.2684,0.2832
761,0.0000,0.0000,0.0000,0.2716,0.2825
762,0.0000,0.0001,0.0000,0.2731,0.2818
763,0.0000,0.0001,0.0000,0.2738,0.2815
764,0.0000,0.0001,0.0000,0.2733,0.2814
765,0.0000,0.0001,0.0000,0.2723,0.2805
766,0.0000,0.0001,0.0000,0.2705,0.2808
767,0.0000,0.0001,0.0000,0.2685,0.2799
768,0.0000,0.0000,0.0000,0.2666,0.2792
769,0.0000,0.0000,0.0000,0.2651,0.2781
770,0.0000,0.0000,0.0000,0.2638,0.2779
771,0.0000,0.0000,0.0000,0.2637,0.2766
772,0.0000,0.0001,0.0001,0.2648,0.2760
773,0.0000,0.0001,0.0001,0.2648,0.2745
774,0.0000,0.0001,0.0001,0.2657,0.2732
775,0.0000,0.0001,0.0000,0.2653,0.2715
776,0.0000,0.0001,0.0000,0.2644,0.2697
777,0.0000,0.0000,0.0000,0.2644,0.2683
778,0.0000,0.0000,0.0000,0.2635,0.2669
779,0.0000,0.0000,0.0000,0.2638,0.2664
780,0.0000,0.0000,0.0000,0.2629,0.2656
781,0.0000,0.0000,0.0000,0.2617,0.2644
782,0.0000,0.0000,0.0000,0.2615,0.2633
783,0.0000,0.0001,0.0000,0.2612,0.2629
784,0.0000,0.0001,0.0000,0.2624,0.2631
785,0.0000,0.0001,0.0000,0.2619,0.2616
786,0.0000,0.0000,0.0000,0.2614,0.2608
787,0.0000,0.0001,0.0000,0.2614,0.2602
788,0.0000,0.0001,0.0000,0.2592,0.2584
789,0.0000,0.0000,0.0000,0.2573,0.2568
790,0.0000,0.0000,0.0000,0.2553,0.2561
791,0.0000,0.0001,0.0000,0.2537,0.2556
792,0.0000,0.0001,0.0000,0.2508,0.2537
793,0.0000,0.0001,0.0000,0.2494,0.2537
794,0.0000,0.0001,0.0000,0.2460,0.2514
795,0.0000,0.0001,0.0000,0.2442,0.2496
796,0.0000,0.0001,0.0000,0.2424,0.2478
797,0.0000,0.0001,0.0000,0.2429,0.2406
798,0.0000,0.0000,0.0000,0.2366,0.2456
799,0.0000,0.0000,0.0000,0.2391,0.2434
800,0.0000,0.0000,0.0000,0.2387,0.2325
801,0.0000,0.0001,0.0000,0.2385,0.2407
802,0.0000,0.0001,0.0000,0.2367,0.2388
803,0.0000,0.0001,0.0000,0.2255,0.2340
804,0.0000,0.0001,0.0000,0.2360,0.2315
805,0.0000,0.0000,0.0000,0.2290,0.2278
806,0.0000,0.0001,0.0000,0.2262,0.2248
807,0.0000,0.0000,0.0000,0.2303,0.2302
808,0.0000,0.0000,0.0000,0.2272,0.2293
809,0.0000,0.0001,0.0000,0.2257,0.2191
810,0.0000,0.0001,0.0000,0.2198,0.2192
811,0.0000,0.0001,0.0000,0.2210,0.2188
812,0.0000,0.0001,0.0000,0.2144,0.2147
813,0.0000,0.0001,0.0000,0.2167,0.2151
814,0.0000,0.0001,0.0000,0.2116,0.2117
815,0.0000,0.0000,0.0000,0.2102,0.2062
816,0.0000,0.0000,0.0000,0.2096,0.2069
817,0.0000,0.0000,0.0000,0.2028,0.2051
818,0.0000,0.0001,0.0000,0.1992,0.2005
819,0.0000,0.0001,0.0000,0.2032,0.2027
820,0.0001,0.0001,0.0000,0.1997,0.2027
821,0.0001,0.0001,0.0000,0.1982,0.1995
822,0.0001,0.0001,0.0000,0.1987,0.1995
823,0.0001,0.0000,0.0000,0.1946,0.1937
824,0.0002,0.0000,0.0000,0.1934,0.1955
825,0.0002,0.0000,0.0000,0.1943,0.1944
826,0.0002,0.0000,0.0000,0.1897,0.1888
827,0.0002,0.0001,0.0000,0.1929,0.1929
828,0.0002,0.0001,0.0000,0.1868,0.1855
829,0.0002,0.0001,0.0000,0.1875,0.1856
830,0.0003,0.0001,0.0000,0.1777,0.1782
831,0.0003,0.0001,0.0000,0.1779,0.1790
832,0.0003,0.0001,0.0000,0.1736,0.1724
833,0.0003,0.0000,0.0000,0.1730,0.1717
834,0.0003,0.0000,0.0000,0.1692,0.1704
835,0.0003,0.0001,0.0000,0.1695,0.1687
836,0.0003,0.0001,0.0000,0.1639,0.1643
837,0.0003,0.0001,0.0000,0.1681,0.1670
838,0.0003,0.0001,0.0000,0.1606,0.1606
839,0.0002,0.0001,0.0000,0.1594,0.1594
840,0.0002,0.0001,0.0000,0.1560,0.1550
841,0.0002,0.0001,0.0000,0.1565,0.1555
842,0.0002,0.0001,0.0000,0.1513,0.1525
843,0.0001,0.0001,0.0000,0.1490,0.1487
844,0.0001,0.0001,0.0000,0.1463,0.1482
845,0.0001,0.0001,0.0000,0.1423,0.1452
846,0.0001,0.0001,0.0000,0.1421,0.1421
847,0.0001,0.0001,0.0000,0.1413,0.1398
848,0.0000,0.0001,0.0000,0.1349,0.1362
849,0.0000,0.0002,0.0000,0.1335,0.1314
850,0.0000,0.0002,0.0000,0.1317,0.1315
851,0.0000,0.0002,0.0000,0.1310,0.1294
852,0.0000,0.0002,0.0000,0.1264,0.1257
853,0.0000,0.0001,0.0000,0.1252,0.1239
854,0.0000,0.0001,0.0000,0.1208,0.1201
855,0.0000,0.0001,0.0000,0.1178,0.1185
856,0.0000,0.0001,0.0000,0.1122,0.1101
857,0.0000,0.0000,0.0000,0.1168,0.1145
858,0.0000,0.0001,0.0000,0.1122,0.1130
859,0.0000,0.0001,0.0000,0.1106,0.1105
860,0.0000,0.0001,0.0000,0.1143,0.1123
861,0.0000,0.0001,0.0000,0.1101,0.1100
862,0.0000,0.0001,0.0000,0.1070,0.1070
863,0.0000,0.0001,0.0000,0.1044,0.1053
864,0.0000,0.0001,0.0000,0.1053,0.1035
865,0.0000,0.0001,0.0000,0.0977,0.0978
